,date,year,month,day,weekday,weekday_name,weeknumber,is_weekend,is_business_day,is_holiday,holiday_name
368,2018-01-04,2018,1,4,4,Thursday,1,0,1,0,
369,2018-01-05,2018,1,5,5,Friday,1,0,1,0,
370,2018-01-06,2018,1,6,6,Saturday,1,1,0,0,
371,2018-01-07,2018,1,7,7,Sunday,1,1,0,0,
372,2018-01-08,2018,1,8,1,Monday,2,0,1,0,
373,2018-01-09,2018,1,9,2,Tuesday,2,0,1,0,
374,2018-01-10,2018,1,10,3,Wednesday,2,0,1,0,
375,2018-01-11,2018,1,11,4,Thursday,2,0,1,0,
376,2018-01-12,2018,1,12,5,Friday,2,0,1,0,
377,2018-01-13,2018,1,13,6,Saturday,2,1,0,0,
378,2018-01-14,2018,1,14,7,Sunday,2,1,0,0,
379,2018-01-15,2018,1,15,1,Monday,3,0,1,0,
380,2018-01-16,2018,1,16,2,Tuesday,3,0,1,0,
381,2018-01-17,2018,1,17,3,Wednesday,3,0,1,0,
382,2018-01-18,2018,1,18,4,Thursday,3,0,1,0,
383,2018-01-19,2018,1,19,5,Friday,3,0,1,0,
384,2018-01-20,2018,1,20,6,Saturday,3,1,0,0,
385,2018-01-21,2018,1,21,7,Sunday,3,1,0,0,
386,2018-01-22,2018,1,22,1,Monday,4,0,1,0,
387,2018-01-23,2018,1,23,2,Tuesday,4,0,1,0,
388,2018-01-24,2018,1,24,3,Wednesday,4,0,1,0,
389,2018-01-25,2018,1,25,4,Thursday,4,0,1,0,
390,2018-01-26,2018,1,26,5,Friday,4,0,1,0,
391,2018-01-27,2018,1,27,6,Saturday,4,1,0,0,
392,2018-01-28,2018,1,28,7,Sunday,4,1,0,0,
393,2018-01-29,2018,1,29,1,Monday,5,0,1,0,
394,2018-01-30,2018,1,30,2,Tuesday,5,0,1,0,
395,2018-01-31,2018,1,31,3,Wednesday,5,0,1,0,
396,2018-02-01,2018,2,1,4,Thursday,5,0,1,0,
397,2018-02-02,2018,2,2,5,Friday,5,0,1,0,
398,2018-02-03,2018,2,3,6,Saturday,5,1,0,0,
399,2018-02-04,2018,2,4,7,Sunday,5,1,0,0,
400,2018-02-05,2018,2,5,1,Monday,6,0,1,0,
401,2018-02-06,2018,2,6,2,Tuesday,6,0,1,0,
402,2018-02-07,2018,2,7,3,Wednesday,6,0,1,0,
403,2018-02-08,2018,2,8,4,Thursday,6,0,1,0,
404,2018-02-09,2018,2,9,5,Friday,6,0,1,0,
405,2018-02-10,2018,2,10,6,Saturday,6,1,0,0,
406,2018-02-11,2018,2,11,7,Sunday,6,1,0,0,
407,2018-02-12,2018,2,12,1,Monday,7,0,1,0,
408,2018-02-13,2018,2,13,2,Tuesday,7,0,1,0,
409,2018-02-14,2018,2,14,3,Wednesday,7,0,1,0,
410,2018-02-15,2018,2,15,4,Thursday,7,0,1,0,
411,2018-02-16,2018,2,16,5,Friday,7,0,1,0,
412,2018-02-17,2018,2,17,6,Saturday,7,1,0,0,
413,2018-02-18,2018,2,18,7,Sunday,7,1,0,0,
414,2018-02-19,2018,2,19,1,Monday,8,0,1,0,
415,2018-02-20,2018,2,20,2,Tuesday,8,0,1,0,
416,2018-02-21,2018,2,21,3,Wednesday,8,0,1,0,
417,2018-02-22,2018,2,22,4,Thursday,8,0,1,0,
418,2018-02-23,2018,2,23,5,Friday,8,0,1,0,
419,2018-02-24,2018,2,24,6,Saturday,8,1,0,0,
420,2018-02-25,2018,2,25,7,Sunday,8,1,0,0,
421,2018-02-26,2018,2,26,1,Monday,9,0,1,0,
422,2018-02-27,2018,2,27,2,Tuesday,9,0,1,0,
423,2018-02-28,2018,2,28,3,Wednesday,9,0,1,0,
424,2018-03-01,2018,3,1,4,Thursday,9,0,1,0,
425,2018-03-02,2018,3,2,5,Friday,9,0,1,0,
426,2018-03-03,2018,3,3,6,Saturday,9,1,0,0,
427,2018-03-04,2018,3,4,7,Sunday,9,1,0,0,
428,2018-03-05,2018,3,5,1,Monday,10,0,1,0,
429,2018-03-06,2018,3,6,2,Tuesday,10,0,1,0,
430,2018-03-07,2018,3,7,3,Wednesday,10,0,1,0,
431,2018-03-08,2018,3,8,4,Thursday,10,0,1,0,
432,2018-03-09,2018,3,9,5,Friday,10,0,1,0,
433,2018-03-10,2018,3,10,6,Saturday,10,1,0,0,
434,2018-03-11,2018,3,11,7,Sunday,10,1,0,0,
435,2018-03-12,2018,3,12,1,Monday,11,0,1,0,
436,2018-03-13,2018,3,13,2,Tuesday,11,0,1,0,
437,2018-03-14,2018,3,14,3,Wednesday,11,0,1,0,
438,2018-03-15,2018,3,15,4,Thursday,11,0,1,0,
439,2018-03-16,2018,3,16,5,Friday,11,0,1,0,
440,2018-03-17,2018,3,17,6,Saturday,11,1,0,0,
441,2018-03-18,2018,3,18,7,Sunday,11,1,0,0,
442,2018-03-19,2018,3,19,1,Monday,12,0,1,0,
443,2018-03-20,2018,3,20,2,Tuesday,12,0,1,0,
444,2018-03-21,2018,3,21,3,Wednesday,12,0,1,0,
445,2018-03-22,2018,3,22,4,Thursday,12,0,1,0,
446,2018-03-23,2018,3,23,5,Friday,12,0,1,0,
447,2018-03-24,2018,3,24,6,Saturday,12,1,0,0,
448,2018-03-25,2018,3,25,7,Sunday,12,1,0,0,
449,2018-03-26,2018,3,26,1,Monday,13,0,1,0,
450,2018-03-27,2018,3,27,2,Tuesday,13,0,1,0,
451,2018-03-28,2018,3,28,3,Wednesday,13,0,1,0,
452,2018-03-29,2018,3,29,4,Thursday,13,0,1,0,
453,2018-03-30,2018,3,30,5,Friday,13,0,1,0,
454,2018-03-31,2018,3,31,6,Saturday,13,1,0,0,
455,2018-04-01,2018,4,1,7,Sunday,13,1,0,0,
456,2018-04-02,2018,4,2,1,Monday,14,0,1,0,
457,2018-04-03,2018,4,3,2,Tuesday,14,0,1,0,
458,2018-04-04,2018,4,4,3,Wednesday,14,0,1,0,
459,2018-04-05,2018,4,5,4,Thursday,14,0,1,0,
460,2018-04-06,2018,4,6,5,Friday,14,0,1,0,
461,2018-04-07,2018,4,7,6,Saturday,14,1,0,0,
462,2018-04-08,2018,4,8,7,Sunday,14,1,0,0,
463,2018-04-09,2018,4,9,1,Monday,15,0,1,0,
464,2018-04-10,2018,4,10,2,Tuesday,15,0,1,0,
465,2018-04-11,2018,4,11,3,Wednesday,15,0,1,0,
466,2018-04-12,2018,4,12,4,Thursday,15,0,1,0,
467,2018-04-13,2018,4,13,5,Friday,15,0,1,0,
468,2018-04-14,2018,4,14,6,Saturday,15,1,0,0,
469,2018-04-15,2018,4,15,7,Sunday,15,1,0,0,
470,2018-04-16,2018,4,16,1,Monday,16,0,1,0,
471,2018-04-17,2018,4,17,2,Tuesday,16,0,1,0,
472,2018-04-18,2018,4,18,3,Wednesday,16,0,1,0,
473,2018-04-19,2018,4,19,4,Thursday,16,0,1,0,
474,2018-04-20,2018,4,20,5,Friday,16,0,1,0,
475,2018-04-21,2018,4,21,6,Saturday,16,1,0,0,
476,2018-04-22,2018,4,22,7,Sunday,16,1,0,0,
477,2018-04-23,2018,4,23,1,Monday,17,0,0,1, Ulusal Egemenlik ve Çocuk Bayramı
478,2018-04-24,2018,4,24,2,Tuesday,17,0,1,0,
479,2018-04-25,2018,4,25,3,Wednesday,17,0,1,0,
480,2018-04-26,2018,4,26,4,Thursday,17,0,1,0,
481,2018-04-27,2018,4,27,5,Friday,17,0,1,0,
482,2018-04-28,2018,4,28,6,Saturday,17,1,0,0,
483,2018-04-29,2018,4,29,7,Sunday,17,1,0,0,
484,2018-04-30,2018,4,30,1,Monday,18,0,1,0,
485,2018-05-01,2018,5,1,2,Tuesday,18,0,0,1, Emek ve Dayanışma Günü
486,2018-05-02,2018,5,2,3,Wednesday,18,0,1,0,
487,2018-05-03,2018,5,3,4,Thursday,18,0,1,0,
488,2018-05-04,2018,5,4,5,Friday,18,0,1,0,
489,2018-05-05,2018,5,5,6,Saturday,18,1,0,0,
490,2018-05-06,2018,5,6,7,Sunday,18,1,0,0,
491,2018-05-07,2018,5,7,1,Monday,19,0,1,0,
492,2018-05-08,2018,5,8,2,Tuesday,19,0,1,0,
493,2018-05-09,2018,5,9,3,Wednesday,19,0,1,0,
494,2018-05-10,2018,5,10,4,Thursday,19,0,1,0,
495,2018-05-11,2018,5,11,5,Friday,19,0,1,0,
496,2018-05-12,2018,5,12,6,Saturday,19,1,0,0,
497,2018-05-13,2018,5,13,7,Sunday,19,1,0,0,
498,2018-05-14,2018,5,14,1,Monday,20,0,1,0,
499,2018-05-15,2018,5,15,2,Tuesday,20,0,1,0,
500,2018-05-16,2018,5,16,3,Wednesday,20,0,1,0,
501,2018-05-17,2018,5,17,4,Thursday,20,0,1,0,
502,2018-05-18,2018,5,18,5,Friday,20,0,1,0,
503,2018-05-19,2018,5,19,6,Saturday,20,1,0,1, Atatürk'ü Anma Gençlik ve Spor Bayramı
504,2018-05-20,2018,5,20,7,Sunday,20,1,0,0,
505,2018-05-21,2018,5,21,1,Monday,21,0,1,0,
506,2018-05-22,2018,5,22,2,Tuesday,21,0,1,0,
507,2018-05-23,2018,5,23,3,Wednesday,21,0,1,0,
508,2018-05-24,2018,5,24,4,Thursday,21,0,1,0,
509,2018-05-25,2018,5,25,5,Friday,21,0,1,0,
510,2018-05-26,2018,5,26,6,Saturday,21,1,0,0,
511,2018-05-27,2018,5,27,7,Sunday,21,1,0,0,
512,2018-05-28,2018,5,28,1,Monday,22,0,1,0,
513,2018-05-29,2018,5,29,2,Tuesday,22,0,1,0,
514,2018-05-30,2018,5,30,3,Wednesday,22,0,1,0,
515,2018-05-31,2018,5,31,4,Thursday,22,0,1,0,
516,2018-06-01,2018,6,1,5,Friday,22,0,1,0,
517,2018-06-02,2018,6,2,6,Saturday,22,1,0,0,
518,2018-06-03,2018,6,3,7,Sunday,22,1,0,0,
519,2018-06-04,2018,6,4,1,Monday,23,0,1,0,
520,2018-06-05,2018,6,5,2,Tuesday,23,0,1,0,
521,2018-06-06,2018,6,6,3,Wednesday,23,0,1,0,
522,2018-06-07,2018,6,7,4,Thursday,23,0,1,0,
523,2018-06-08,2018,6,8,5,Friday,23,0,1,0,
524,2018-06-09,2018,6,9,6,Saturday,23,1,0,0,
525,2018-06-10,2018,6,10,7,Sunday,23,1,0,0,
526,2018-06-11,2018,6,11,1,Monday,24,0,1,0,
527,2018-06-12,2018,6,12,2,Tuesday,24,0,1,0,
528,2018-06-13,2018,6,13,3,Wednesday,24,0,1,0,
529,2018-06-14,2018,6,14,4,Thursday,24,0,0,1, Ramazan Bayramı Arifesi
530,2018-06-15,2018,6,15,5,Friday,24,0,0,1, Ramazan Bayramı
531,2018-06-16,2018,6,16,6,Saturday,24,1,0,1, Ramazan Bayramı
532,2018-06-17,2018,6,17,7,Sunday,24,1,0,1, Ramazan Bayramı
533,2018-06-18,2018,6,18,1,Monday,25,0,1,0,
534,2018-06-19,2018,6,19,2,Tuesday,25,0,1,0,
535,2018-06-20,2018,6,20,3,Wednesday,25,0,1,0,
536,2018-06-21,2018,6,21,4,Thursday,25,0,1,0,
537,2018-06-22,2018,6,22,5,Friday,25,0,1,0,
538,2018-06-23,2018,6,23,6,Saturday,25,1,0,0,
539,2018-06-24,2018,6,24,7,Sunday,25,1,0,0,
540,2018-06-25,2018,6,25,1,Monday,26,0,1,0,
541,2018-06-26,2018,6,26,2,Tuesday,26,0,1,0,
542,2018-06-27,2018,6,27,3,Wednesday,26,0,1,0,
543,2018-06-28,2018,6,28,4,Thursday,26,0,1,0,
544,2018-06-29,2018,6,29,5,Friday,26,0,1,0,
545,2018-06-30,2018,6,30,6,Saturday,26,1,0,0,
546,2018-07-01,2018,7,1,7,Sunday,26,1,0,0,
547,2018-07-02,2018,7,2,1,Monday,27,0,1,0,
548,2018-07-03,2018,7,3,2,Tuesday,27,0,1,0,
549,2018-07-04,2018,7,4,3,Wednesday,27,0,1,0,
550,2018-07-05,2018,7,5,4,Thursday,27,0,1,0,
551,2018-07-06,2018,7,6,5,Friday,27,0,1,0,
552,2018-07-07,2018,7,7,6,Saturday,27,1,0,0,
553,2018-07-08,2018,7,8,7,Sunday,27,1,0,0,
554,2018-07-09,2018,7,9,1,Monday,28,0,1,0,
555,2018-07-10,2018,7,10,2,Tuesday,28,0,1,0,
556,2018-07-11,2018,7,11,3,Wednesday,28,0,1,0,
557,2018-07-12,2018,7,12,4,Thursday,28,0,1,0,
558,2018-07-13,2018,7,13,5,Friday,28,0,1,0,
559,2018-07-14,2018,7,14,6,Saturday,28,1,0,0,
560,2018-07-15,2018,7,15,7,Sunday,28,1,0,1, Demokrasi ve Milli Birlik Günü
561,2018-07-16,2018,7,16,1,Monday,29,0,1,0,
562,2018-07-17,2018,7,17,2,Tuesday,29,0,1,0,
563,2018-07-18,2018,7,18,3,Wednesday,29,0,1,0,
564,2018-07-19,2018,7,19,4,Thursday,29,0,1,0,
565,2018-07-20,2018,7,20,5,Friday,29,0,1,0,
566,2018-07-21,2018,7,21,6,Saturday,29,1,0,0,
567,2018-07-22,2018,7,22,7,Sunday,29,1,0,0,
568,2018-07-23,2018,7,23,1,Monday,30,0,1,0,
569,2018-07-24,2018,7,24,2,Tuesday,30,0,1,0,
570,2018-07-25,2018,7,25,3,Wednesday,30,0,1,0,
571,2018-07-26,2018,7,26,4,Thursday,30,0,1,0,
572,2018-07-27,2018,7,27,5,Friday,30,0,1,0,
573,2018-07-28,2018,7,28,6,Saturday,30,1,0,0,
574,2018-07-29,2018,7,29,7,Sunday,30,1,0,0,
575,2018-07-30,2018,7,30,1,Monday,31,0,1,0,
576,2018-07-31,2018,7,31,2,Tuesday,31,0,1,0,
577,2018-08-01,2018,8,1,3,Wednesday,31,0,1,0,
578,2018-08-02,2018,8,2,4,Thursday,31,0,1,0,
579,2018-08-03,2018,8,3,5,Friday,31,0,1,0,
580,2018-08-04,2018,8,4,6,Saturday,31,1,0,0,
581,2018-08-05,2018,8,5,7,Sunday,31,1,0,0,
582,2018-08-06,2018,8,6,1,Monday,32,0,1,0,
583,2018-08-07,2018,8,7,2,Tuesday,32,0,1,0,
584,2018-08-08,2018,8,8,3,Wednesday,32,0,1,0,
585,2018-08-09,2018,8,9,4,Thursday,32,0,1,0,
586,2018-08-10,2018,8,10,5,Friday,32,0,1,0,
587,2018-08-11,2018,8,11,6,Saturday,32,1,0,0,
588,2018-08-12,2018,8,12,7,Sunday,32,1,0,0,
589,2018-08-13,2018,8,13,1,Monday,33,0,1,0,
590,2018-08-14,2018,8,14,2,Tuesday,33,0,1,0,
591,2018-08-15,2018,8,15,3,Wednesday,33,0,1,0,
592,2018-08-16,2018,8,16,4,Thursday,33,0,1,0,
593,2018-08-17,2018,8,17,5,Friday,33,0,1,0,
594,2018-08-18,2018,8,18,6,Saturday,33,1,0,0,
595,2018-08-19,2018,8,19,7,Sunday,33,1,0,0,
596,2018-08-20,2018,8,20,1,Monday,34,0,0,1, Kurban Bayramı Arifesi
597,2018-08-21,2018,8,21,2,Tuesday,34,0,0,1, Kurban Bayramı
598,2018-08-22,2018,8,22,3,Wednesday,34,0,0,1, Kurban Bayramı
599,2018-08-23,2018,8,23,4,Thursday,34,0,0,1, Kurban Bayramı
600,2018-08-24,2018,8,24,5,Friday,34,0,0,1, Kurban Bayramı
601,2018-08-25,2018,8,25,6,Saturday,34,1,0,0,
602,2018-08-26,2018,8,26,7,Sunday,34,1,0,0,
603,2018-08-27,2018,8,27,1,Monday,35,0,1,0,
604,2018-08-28,2018,8,28,2,Tuesday,35,0,1,0,
605,2018-08-29,2018,8,29,3,Wednesday,35,0,1,0,
606,2018-08-30,2018,8,30,4,Thursday,35,0,0,1, Zafer Bayramı
607,2018-08-31,2018,8,31,5,Friday,35,0,1,0,
608,2018-09-01,2018,9,1,6,Saturday,35,1,0,0,
609,2018-09-02,2018,9,2,7,Sunday,35,1,0,0,
610,2018-09-03,2018,9,3,1,Monday,36,0,1,0,
611,2018-09-04,2018,9,4,2,Tuesday,36,0,1,0,
612,2018-09-05,2018,9,5,3,Wednesday,36,0,1,0,
613,2018-09-06,2018,9,6,4,Thursday,36,0,1,0,
614,2018-09-07,2018,9,7,5,Friday,36,0,1,0,
615,2018-09-08,2018,9,8,6,Saturday,36,1,0,0,
616,2018-09-09,2018,9,9,7,Sunday,36,1,0,0,
617,2018-09-10,2018,9,10,1,Monday,37,0,1,0,
618,2018-09-11,2018,9,11,2,Tuesday,37,0,1,0,
619,2018-09-12,2018,9,12,3,Wednesday,37,0,1,0,
620,2018-09-13,2018,9,13,4,Thursday,37,0,1,0,
621,2018-09-14,2018,9,14,5,Friday,37,0,1,0,
622,2018-09-15,2018,9,15,6,Saturday,37,1,0,0,
623,2018-09-16,2018,9,16,7,Sunday,37,1,0,0,
624,2018-09-17,2018,9,17,1,Monday,38,0,1,0,
625,2018-09-18,2018,9,18,2,Tuesday,38,0,1,0,
626,2018-09-19,2018,9,19,3,Wednesday,38,0,1,0,
627,2018-09-20,2018,9,20,4,Thursday,38,0,1,0,
628,2018-09-21,2018,9,21,5,Friday,38,0,1,0,
629,2018-09-22,2018,9,22,6,Saturday,38,1,0,0,
630,2018-09-23,2018,9,23,7,Sunday,38,1,0,0,
631,2018-09-24,2018,9,24,1,Monday,39,0,1,0,
632,2018-09-25,2018,9,25,2,Tuesday,39,0,1,0,
633,2018-09-26,2018,9,26,3,Wednesday,39,0,1,0,
634,2018-09-27,2018,9,27,4,Thursday,39,0,1,0,
635,2018-09-28,2018,9,28,5,Friday,39,0,1,0,
636,2018-09-29,2018,9,29,6,Saturday,39,1,0,0,
637,2018-09-30,2018,9,30,7,Sunday,39,1,0,0,
638,2018-10-01,2018,10,1,1,Monday,40,0,1,0,
639,2018-10-02,2018,10,2,2,Tuesday,40,0,1,0,
640,2018-10-03,2018,10,3,3,Wednesday,40,0,1,0,
641,2018-10-04,2018,10,4,4,Thursday,40,0,1,0,
642,2018-10-05,2018,10,5,5,Friday,40,0,1,0,
643,2018-10-06,2018,10,6,6,Saturday,40,1,0,0,
644,2018-10-07,2018,10,7,7,Sunday,40,1,0,0,
645,2018-10-08,2018,10,8,1,Monday,41,0,1,0,
646,2018-10-09,2018,10,9,2,Tuesday,41,0,1,0,
647,2018-10-10,2018,10,10,3,Wednesday,41,0,1,0,
648,2018-10-11,2018,10,11,4,Thursday,41,0,1,0,
649,2018-10-12,2018,10,12,5,Friday,41,0,1,0,
650,2018-10-13,2018,10,13,6,Saturday,41,1,0,0,
651,2018-10-14,2018,10,14,7,Sunday,41,1,0,0,
652,2018-10-15,2018,10,15,1,Monday,42,0,1,0,
653,2018-10-16,2018,10,16,2,Tuesday,42,0,1,0,
654,2018-10-17,2018,10,17,3,Wednesday,42,0,1,0,
655,2018-10-18,2018,10,18,4,Thursday,42,0,1,0,
656,2018-10-19,2018,10,19,5,Friday,42,0,1,0,
657,2018-10-20,2018,10,20,6,Saturday,42,1,0,0,
658,2018-10-21,2018,10,21,7,Sunday,42,1,0,0,
659,2018-10-22,2018,10,22,1,Monday,43,0,1,0,
660,2018-10-23,2018,10,23,2,Tuesday,43,0,1,0,
661,2018-10-24,2018,10,24,3,Wednesday,43,0,1,0,
662,2018-10-25,2018,10,25,4,Thursday,43,0,1,0,
663,2018-10-26,2018,10,26,5,Friday,43,0,1,0,
664,2018-10-27,2018,10,27,6,Saturday,43,1,0,0,
665,2018-10-28,2018,10,28,7,Sunday,43,1,0,1, Cumhuriyet Bayramı
666,2018-10-29,2018,10,29,1,Monday,44,0,0,1, Cumhuriyet Bayramı
667,2018-10-30,2018,10,30,2,Tuesday,44,0,1,0,
668,2018-10-31,2018,10,31,3,Wednesday,44,0,1,0,
669,2018-11-01,2018,11,1,4,Thursday,44,0,1,0,
670,2018-11-02,2018,11,2,5,Friday,44,0,1,0,
671,2018-11-03,2018,11,3,6,Saturday,44,1,0,0,
672,2018-11-04,2018,11,4,7,Sunday,44,1,0,0,
673,2018-11-05,2018,11,5,1,Monday,45,0,1,0,
674,2018-11-06,2018,11,6,2,Tuesday,45,0,1,0,
675,2018-11-07,2018,11,7,3,Wednesday,45,0,1,0,
676,2018-11-08,2018,11,8,4,Thursday,45,0,1,0,
677,2018-11-09,2018,11,9,5,Friday,45,0,1,0,
678,2018-11-10,2018,11,10,6,Saturday,45,1,0,0,
679,2018-11-11,2018,11,11,7,Sunday,45,1,0,0,
680,2018-11-12,2018,11,12,1,Monday,46,0,1,0,
681,2018-11-13,2018,11,13,2,Tuesday,46,0,1,0,
682,2018-11-14,2018,11,14,3,Wednesday,46,0,1,0,
683,2018-11-15,2018,11,15,4,Thursday,46,0,1,0,
684,2018-11-16,2018,11,16,5,Friday,46,0,1,0,
685,2018-11-17,2018,11,17,6,Saturday,46,1,0,0,
686,2018-11-18,2018,11,18,7,Sunday,46,1,0,0,
687,2018-11-19,2018,11,19,1,Monday,47,0,1,0,
688,2018-11-20,2018,11,20,2,Tuesday,47,0,1,0,
689,2018-11-21,2018,11,21,3,Wednesday,47,0,1,0,
690,2018-11-22,2018,11,22,4,Thursday,47,0,1,0,
691,2018-11-23,2018,11,23,5,Friday,47,0,1,0,
692,2018-11-24,2018,11,24,6,Saturday,47,1,0,0,
693,2018-11-25,2018,11,25,7,Sunday,47,1,0,0,
694,2018-11-26,2018,11,26,1,Monday,48,0,1,0,
695,2018-11-27,2018,11,27,2,Tuesday,48,0,1,0,
696,2018-11-28,2018,11,28,3,Wednesday,48,0,1,0,
697,2018-11-29,2018,11,29,4,Thursday,48,0,1,0,
698,2018-11-30,2018,11,30,5,Friday,48,0,1,0,
699,2018-12-01,2018,12,1,6,Saturday,48,1,0,0,
700,2018-12-02,2018,12,2,7,Sunday,48,1,0,0,
701,2018-12-03,2018,12,3,1,Monday,49,0,1,0,
702,2018-12-04,2018,12,4,2,Tuesday,49,0,1,0,
703,2018-12-05,2018,12,5,3,Wednesday,49,0,1,0,
704,2018-12-06,2018,12,6,4,Thursday,49,0,1,0,
705,2018-12-07,2018,12,7,5,Friday,49,0,1,0,
706,2018-12-08,2018,12,8,6,Saturday,49,1,0,0,
707,2018-12-09,2018,12,9,7,Sunday,49,1,0,0,
708,2018-12-10,2018,12,10,1,Monday,50,0,1,0,
709,2018-12-11,2018,12,11,2,Tuesday,50,0,1,0,
710,2018-12-12,2018,12,12,3,Wednesday,50,0,1,0,
711,2018-12-13,2018,12,13,4,Thursday,50,0,1,0,
712,2018-12-14,2018,12,14,5,Friday,50,0,1,0,
713,2018-12-15,2018,12,15,6,Saturday,50,1,0,0,
714,2018-12-16,2018,12,16,7,Sunday,50,1,0,0,
715,2018-12-17,2018,12,17,1,Monday,51,0,1,0,
716,2018-12-18,2018,12,18,2,Tuesday,51,0,1,0,
717,2018-12-19,2018,12,19,3,Wednesday,51,0,1,0,
718,2018-12-20,2018,12,20,4,Thursday,51,0,1,0,
719,2018-12-21,2018,12,21,5,Friday,51,0,1,0,
720,2018-12-22,2018,12,22,6,Saturday,51,1,0,0,
721,2018-12-23,2018,12,23,7,Sunday,51,1,0,0,
722,2018-12-24,2018,12,24,1,Monday,52,0,1,0,
723,2018-12-25,2018,12,25,2,Tuesday,52,0,1,0,
724,2018-12-26,2018,12,26,3,Wednesday,52,0,1,0,
725,2018-12-27,2018,12,27,4,Thursday,52,0,1,0,
726,2018-12-28,2018,12,28,5,Friday,52,0,1,0,
727,2018-12-29,2018,12,29,6,Saturday,52,1,0,0,
728,2018-12-30,2018,12,30,7,Sunday,52,1,0,0,
729,2018-12-31,2019,12,31,1,Monday,1,0,1,0,
730,2019-01-01,2019,1,1,2,Tuesday,1,0,0,1, Yılbaşı
731,2019-01-02,2019,1,2,3,Wednesday,1,0,1,0,
732,2019-01-03,2019,1,3,4,Thursday,1,0,1,0,
733,2019-01-04,2019,1,4,5,Friday,1,0,1,0,
734,2019-01-05,2019,1,5,6,Saturday,1,1,0,0,
735,2019-01-06,2019,1,6,7,Sunday,1,1,0,0,
736,2019-01-07,2019,1,7,1,Monday,2,0,1,0,
